"id","name","electoralAreaId","districtId","deleted","createdAt","updatedAt"
774,NIGHT MARKET,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
775,WEMBLEY,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
776,GAZA STREET,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
777,DE YOUNGSTERS,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
778,KOTOBABI STATION,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
779,HP,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
780,AA ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
781,AB ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
782,AC ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
783,AD ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
784,AE ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
785,U ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
786,R ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
787,P ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
788,Q ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
789,X ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
790,Y ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
791,Z ROAD,127,27,0,2023-05-26 10:55:51.576,2023-05-26 10:55:51.576
801,ACHEAMPONG,129,27,0,2023-05-26 10:56:11.996,2023-05-26 10:56:11.996
802,ASSEMBLIES OF GOD,129,27,0,2023-05-26 10:56:11.996,2023-05-26 10:56:11.996
803,SWEETMOTHER,129,27,0,2023-05-26 10:56:11.996,2023-05-26 10:56:11.996
804,AUNT KATE,129,27,0,2023-05-26 10:56:11.996,2023-05-26 10:56:11.996
805,PARADISE,129,27,0,2023-05-26 10:56:11.996,2023-05-26 10:56:11.996
806,BANKUMAN,129,27,0,2023-05-26 10:56:11.996,2023-05-26 10:56:11.996
807,KPOTAME,129,27,0,2023-05-26 10:56:11.996,2023-05-26 10:56:11.996
808,A ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
809,B ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
810,C ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
811,D ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
812,E ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
813,F ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
814,G ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
815,H ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
816,I ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
665,TIPPER JUNCTION,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
666,POLYTANK AREA,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
667,OYARIFA TOWNSHIP,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
673,JAKO HOTEL AREA,110,22,0,2023-05-25 16:32:53.923,2023-05-25 16:32:53.923
674,BRODEASE,110,22,0,2023-05-25 16:32:53.923,2023-05-25 16:32:53.923
675,YELLOW SIGN BOARD,110,22,0,2023-05-25 16:32:53.923,2023-05-25 16:32:53.923
676,ANGLICAN CHURCH AREA,110,22,0,2023-05-25 16:32:53.923,2023-05-25 16:32:53.923
677,NO. 3 SCHOOL AREA,110,22,0,2023-05-25 16:32:53.923,2023-05-25 16:32:53.923
682,RAWLINGS CIRCLE,112,22,0,2023-05-25 16:33:18.029,2023-05-25 16:33:18.029
683,UPS,112,22,0,2023-05-25 16:33:18.029,2023-05-25 16:33:18.029
684,PRESEC,112,22,0,2023-05-25 16:33:18.029,2023-05-25 16:33:18.029
685,OLD ASANKA,112,22,0,2023-05-25 16:33:18.029,2023-05-25 16:33:18.029
691,TEIMAN BORGA TOWN,114,22,0,2023-05-25 16:33:35.659,2023-05-25 16:33:35.659
692,KPONKPO,114,22,0,2023-05-25 16:33:35.659,2023-05-25 16:33:35.659
693,GBANGBALU,114,22,0,2023-05-25 16:33:35.659,2023-05-25 16:33:35.659
694,LATE NEWS,114,22,0,2023-05-25 16:33:35.659,2023-05-25 16:33:35.659
695,TEIMAN TOWNSHIP,114,22,0,2023-05-25 16:33:35.659,2023-05-25 16:33:35.659
817,J ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
818,K ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
819,L ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
820,M ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
821,N ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
822,O ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
823,P ROAD,130,27,0,2023-05-26 10:56:21.006,2023-05-26 10:56:21.006
824,AWUDUM,131,27,0,2023-05-26 10:56:31.119,2023-05-26 10:56:31.119
825,U COMPOUND,131,27,0,2023-05-26 10:56:31.119,2023-05-26 10:56:31.119
826,DON BOSCO,131,27,0,2023-05-26 10:56:31.119,2023-05-26 10:56:31.119
827,OTTAMEN,131,27,0,2023-05-26 10:56:31.119,2023-05-26 10:56:31.119
828,SAINT JOHN,131,27,0,2023-05-26 10:56:31.119,2023-05-26 10:56:31.119
835,ZIGISHORE,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
836,WATERLAND,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
837,THE WOMB,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
838,HAPPYHOME,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
839,AKWE AND IKUU WE,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
840,SAINT JOHN,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
841,ABUA TSE WE,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
842,ROYAL HOUSE CHAPEL,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
843,SAINT MARGARET NURSERY,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
844,CHEMU LAGOON,133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
845,"24 AREA",133,27,0,2023-05-26 10:56:54.153,2023-05-26 10:56:54.153
864,A ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
865,B ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
866,C ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
867,D ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
868,AA ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
869,AB ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
870,AC ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
871,AD ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
872,AE ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
873,AF ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
874,AG ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
875,AH ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
876,AI ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
877,Z ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
878,U ROAD,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
879,OWNERSHIP,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
880,SEGECO FLAT,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
881,KAIZER FLAT,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
882,COOPERATE,135,27,0,2023-05-26 10:57:21.873,2023-05-26 10:57:21.873
883,SITE 2,136,27,0,2023-05-26 10:57:41.727,2023-05-26 10:57:41.727
884,SITE 20,136,27,0,2023-05-26 10:57:41.727,2023-05-26 10:57:41.727
885,SITE 21,136,27,0,2023-05-26 10:57:41.727,2023-05-26 10:57:41.727
886,SITE 17,136,27,0,2023-05-26 10:57:41.727,2023-05-26 10:57:41.727
887,SITE 13,136,27,0,2023-05-26 10:57:41.727,2023-05-26 10:57:41.727
888,SITE 11,136,27,0,2023-05-26 10:57:41.727,2023-05-26 10:57:41.727
889,HEAVY INDUSTRIAL AREA,136,27,0,2023-05-26 10:57:41.727,2023-05-26 10:57:41.727
890,LIGHT INDUSTRIAL AREA,137,27,0,2023-05-26 10:57:57.567,2023-05-26 10:57:57.567
891,RESIDENTIAL,137,27,0,2023-05-26 10:57:57.567,2023-05-26 10:57:57.567
892,A LINE AREA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
893,B LINE AREA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
894,C LINE AREA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
895,D LINE AREA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
896,E LINE AREA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
897,F LINE AREA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
898,KALAYIELE,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
899,ONIPA BAD,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
900,ASHELEY WAAKYE,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
901,NIGHT MARKET,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
902,KOKLO TSE WE,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
903,SAINT MENTAL,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
904,B PARK,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
905,MARK HOTEL AREA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
906,ANOMAENDA,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
907,ABELEGONO,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
908,BASA WE,138,27,0,2023-05-26 10:58:11.260,2023-05-26 10:58:11.260
909,APAMTUMAN,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
910,GHPHA DOWN,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
911,SALOME DOWN,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
912,PLUS 1,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
913,ACHEAPONG VILLAGE,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
914,SAINT MICHEAL,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
915,CHRISTIAN COUNCIL,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
916,NAVAL BASE BARRACKS,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
917,SAINT JOHNS,139,27,0,2023-05-26 10:58:26.240,2023-05-26 10:58:26.240
918,MANGO STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
919,TANGERINE STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
920,ORANGE  STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
921,PAA GRANT STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
922,REV DAGADU STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
923,GOSHEN STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
924,PROVIDENCE STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
925,COFFE STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
926,APPLE STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
927,HERMANN GMEINER ROAD,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
928,COCOA AVENUE,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
929,NANA PREMPEH STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
930,OBESTSEBI LAMPTEY STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
931,ARMATTOE STREET,140,27,0,2023-05-26 10:58:39.654,2023-05-26 10:58:39.654
932,SITE 1,141,27,0,2023-05-26 10:58:53.776,2023-05-26 10:58:53.776
933,SITE 12,141,27,0,2023-05-26 10:58:53.776,2023-05-26 10:58:53.776
934,SITE 21,141,27,0,2023-05-26 10:58:53.776,2023-05-26 10:58:53.776
938,E ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
939,F ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
940,V ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
941,W ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
942,X ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
943,Y ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
944,U ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
945,S ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
946,K ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
947,M ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
948,L ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
949,N ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
950,G ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
951,H ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
952,I ROAD,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
953,HEAVY INDUSTRIAL AREA,142,27,0,2023-05-26 10:59:03.644,2023-05-26 10:59:03.644
954,A ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
955,B ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
956,C ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
957,D ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
958,E ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
959,F ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
960,G ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
961,H ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
962,I ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
963,J ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
964,K ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
965,M ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
966,O ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
967,AI ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
968,AH ROAD,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
969,COPERATIVE,143,27,0,2023-05-26 10:59:13.055,2023-05-26 10:59:13.055
970,SANKA WE,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
971,AMUI TS3 WE,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
972,LIGHT HOUSE,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
973,THO,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
974,"18",144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
975,BRAZILIAN,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
976,KOFI TSE WE,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
977,JEHOVAH WITNESS,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
978,AGLICAN SCHOOL,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
979,NAVAL BASE,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
980,MANHEAN,144,27,0,2023-05-26 10:59:25.029,2023-05-26 10:59:25.029
981,COMMUNITY 7,145,27,0,2023-05-26 10:59:35.695,2023-05-26 10:59:35.695
982,TMA FLAT,145,27,0,2023-05-26 10:59:35.695,2023-05-26 10:59:35.695
983,COMMUNITY 7,146,27,0,2023-05-26 10:59:48.504,2023-05-26 10:59:48.504
984,SALVATION ARMY,147,27,0,2023-05-26 10:59:59.950,2023-05-26 10:59:59.950
985,FULL GOSPEL,147,27,0,2023-05-26 10:59:59.950,2023-05-26 10:59:59.950
986,VALCO FLAT,147,27,0,2023-05-26 10:59:59.950,2023-05-26 10:59:59.950
987,ABOTRE  COPERATIVE,147,27,0,2023-05-26 10:59:59.950,2023-05-26 10:59:59.950
988,TUBODOM,147,27,0,2023-05-26 10:59:59.950,2023-05-26 10:59:59.950
989,LIGHT INDUSTRIAL,147,27,0,2023-05-26 10:59:59.950,2023-05-26 10:59:59.950
990,OLD FADAMA,148,4,0,2023-05-27 16:11:17.201,2023-05-27 16:11:17.201
991,TIMBER MARKET,148,4,0,2023-05-27 16:11:17.201,2023-05-27 16:11:17.201
992,ADENDEINKPO,148,4,0,2023-05-27 16:11:17.201,2023-05-27 16:11:17.201
993,AVENOR,149,4,0,2023-05-27 16:11:27.133,2023-05-27 16:11:27.133
994,CIRCLE ODAWNA,149,4,0,2023-05-27 16:11:27.133,2023-05-27 16:11:27.133
995,SOUTH INDUSTRIAL AREA,149,4,0,2023-05-27 16:11:27.133,2023-05-27 16:11:27.133
996,TESANO,149,4,0,2023-05-27 16:11:27.133,2023-05-27 16:11:27.133
997,AWUDOME ESTATE,150,4,0,2023-05-27 16:11:38.381,2023-05-27 16:11:38.381
998,MOTHERS INN,150,4,0,2023-05-27 16:11:38.381,2023-05-27 16:11:38.381
999,COCOA CLINIC,150,4,0,2023-05-27 16:11:38.381,2023-05-27 16:11:38.381
1000,ORGLE ROAD,150,4,0,2023-05-27 16:11:38.381,2023-05-27 16:11:38.381
1001,MANTSE PALACE,150,4,0,2023-05-27 16:11:38.381,2023-05-27 16:11:38.381
1002,COMPLEX,150,4,0,2023-05-27 16:11:38.381,2023-05-27 16:11:38.381
1003,AWUDOME,150,4,0,2023-05-27 16:11:38.381,2023-05-27 16:11:38.381
1006,CABLE & WIRELESS,151,4,0,2023-05-27 16:12:37.760,2023-05-27 16:12:37.760
1007,AYIGYE TOWN,151,4,0,2023-05-27 16:12:37.760,2023-05-27 16:12:37.760
1008,BUBUSHIE,151,4,0,2023-05-27 16:12:37.760,2023-05-27 16:12:37.760
1009,STATION,151,4,0,2023-05-27 16:12:37.760,2023-05-27 16:12:37.760
1010,CONTROL MARKET,151,4,0,2023-05-27 16:12:37.760,2023-05-27 16:12:37.760
1011,ATICO,152,4,0,2023-05-27 16:12:55.818,2023-05-27 16:12:55.818
1012,ACCRA ACADEMY,152,4,0,2023-05-27 16:12:55.818,2023-05-27 16:12:55.818
1013,KOKOMPE,152,4,0,2023-05-27 16:12:55.818,2023-05-27 16:12:55.818
1014,GALILEE,153,4,0,2023-05-27 16:13:09.183,2023-05-27 16:13:09.183
1015,CHEMUA NAA,153,4,0,2023-05-27 16:13:09.183,2023-05-27 16:13:09.183
1016,CHORKOR,153,4,0,2023-05-27 16:13:09.183,2023-05-27 16:13:09.183
1017,LANTEY MAAMLE,153,4,0,2023-05-27 16:13:09.183,2023-05-27 16:13:09.183
1018,NORTH KANESHIE,154,4,0,2023-05-27 16:13:24.155,2023-05-27 16:13:24.155
1019,SWANLAKE,154,4,0,2023-05-27 16:13:24.155,2023-05-27 16:13:24.155
1020,NORTH INDUSTRIAL AREA,154,4,0,2023-05-27 16:13:24.155,2023-05-27 16:13:24.155
1021,BUZANGA LANE,154,4,0,2023-05-27 16:13:24.155,2023-05-27 16:13:24.155
1022,KANESHIE MARKET,155,4,0,2023-05-27 16:14:49.370,2023-05-27 16:14:49.370
1023,"1ST LIGHT",155,4,0,2023-05-27 16:14:49.370,2023-05-27 16:14:49.370
1024,PAMPLOM,155,4,0,2023-05-27 16:14:49.370,2023-05-27 16:14:49.370
1025,KANESHIE,155,4,0,2023-05-27 16:14:49.370,2023-05-27 16:14:49.370
1026,KINKA,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1027,GBESE,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1028,ABOLA,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1029,OTUBLOHUM,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1030,ASENE,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1031,SAKUMO TSOSHIESHIE,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
792,SITE 7,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
793,SITE 4,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
794,SITE 8,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
795,SITE 5,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
796,SITE 3,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
797,SITE 10,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
798,SITE 9,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
799,SITE 6,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
800,HEAVY INDUSTRIAL AREA,128,27,0,2023-05-26 10:55:59.549,2023-05-26 10:55:59.549
829,ZONE 1,132,27,0,2023-05-26 10:56:45.561,2023-05-26 10:56:45.561
830,ZONE 2,132,27,0,2023-05-26 10:56:45.561,2023-05-26 10:56:45.561
831,ZONE 3,132,27,0,2023-05-26 10:56:45.561,2023-05-26 10:56:45.561
832,ZONE 4,132,27,0,2023-05-26 10:56:45.561,2023-05-26 10:56:45.561
833,ZONE 5,132,27,0,2023-05-26 10:56:45.561,2023-05-26 10:56:45.561
834,RAMA DOWN,132,27,0,2023-05-26 10:56:45.561,2023-05-26 10:56:45.561
846,DEDE MAMPONG,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
847,NIGHT MARKET,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
848,OBUOR WE,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
849,ALL WEATHER,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
850,KOTOU WE,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
851,SALAKAWAL,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
852,ABONKOR,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
853,AWOYO,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
854,SAINT MARGARET,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
855,PAPA SOLDIER,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
856,ABONKOR DOWN,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
857,VALCO FENCE DOWN,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
858,OLU'S PLACE,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
859,NOT YET,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
860,APASCO,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
861,ARIZONA,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
862,GTM CHURCH,134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
863,"6 30",134,27,0,2023-05-26 10:57:04.565,2023-05-26 10:57:04.565
1032,GA- MANTSE,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1033,SWALABA,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1034,AKOTO LAMPTEY,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1035,BUKOM,156,4,0,2023-05-27 16:15:09.913,2023-05-27 16:15:09.913
1037,KORLE BU,157,4,0,2023-05-27 16:16:14.241,2023-05-27 16:16:14.241
1038,SAMPE,157,4,0,2023-05-27 16:16:14.241,2023-05-27 16:16:14.241
1039,ZOTI,157,4,0,2023-05-27 16:16:14.241,2023-05-27 16:16:14.241
1043,AGBOGBLOSHIE,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1044,COCOA MARKETING BOARD,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1045,KANTAMANTO,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1046,MAKOLA NUMBER TWO,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1047,RAILWAY,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1048,JUNE FOUR,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1049,EFO MARKET,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1050,JERRY MARKET,158,4,0,2023-05-27 16:22:18.288,2023-05-27 16:22:18.288
1051,KORLE GONNO,159,4,0,2023-05-27 16:22:30.457,2023-05-27 16:22:30.457
1052,KORLE WONKO,160,4,0,2023-05-27 16:22:52.722,2023-05-27 16:22:52.722
1053,ARENA,160,4,0,2023-05-27 16:22:52.722,2023-05-27 16:22:52.722
1054,ZONGO LANE,160,4,0,2023-05-27 16:22:52.722,2023-05-27 16:22:52.722
1055,SWALABA,160,4,0,2023-05-27 16:22:52.722,2023-05-27 16:22:52.722
1056,UTC,160,4,0,2023-05-27 16:22:52.722,2023-05-27 16:22:52.722
1057,SAMPE,161,4,0,2023-05-27 16:23:12.171,2023-05-27 16:23:12.171
1058,MAMPROBI,161,4,0,2023-05-27 16:23:12.171,2023-05-27 16:23:12.171
1059,ATUKPAI,162,4,0,2023-05-27 16:23:22.269,2023-05-27 16:23:22.269
1060,OWUMAN,162,4,0,2023-05-27 16:23:22.269,2023-05-27 16:23:22.269
1061,CAWLANE,162,4,0,2023-05-27 16:23:22.269,2023-05-27 16:23:22.269
1062,OKAISHIE,162,4,0,2023-05-27 16:23:22.269,2023-05-27 16:23:22.269
1063,MAKOLA,162,4,0,2023-05-27 16:23:22.269,2023-05-27 16:23:22.269
