"id","name","electoralAreaId","districtId","deleted","createdAt","updatedAt"
408,SALERIA,75,2,0,2023-05-25 15:45:18.621,2023-05-25 15:45:18.621
409,TSUIMAMI,75,2,0,2023-05-25 15:45:18.621,2023-05-25 15:45:18.621
410,SDA,75,2,0,2023-05-25 15:45:18.621,2023-05-25 15:45:18.621
411,AKWEIBU,76,2,0,2023-05-25 15:45:29.410,2023-05-25 15:45:29.410
412,TWEREBUA,76,2,0,2023-05-25 15:45:29.410,2023-05-25 15:45:29.410
413,KPOGAS,76,2,0,2023-05-25 15:45:29.410,2023-05-25 15:45:29.410
414,HANSONIC,76,2,0,2023-05-25 15:45:29.410,2023-05-25 15:45:29.410
415,ALI PARK,76,2,0,2023-05-25 15:45:29.410,2023-05-25 15:45:29.410
416,BUSIA JUNCTION,76,2,0,2023-05-25 15:45:29.410,2023-05-25 15:45:29.410
417,MALLAM MARKET,77,2,0,2023-05-25 15:45:39.277,2023-05-25 15:45:39.277
418,SAKAMAN,77,2,0,2023-05-25 15:45:39.277,2023-05-25 15:45:39.277
419,TIPPER,77,2,0,2023-05-25 15:45:39.277,2023-05-25 15:45:39.277
420,BLUE LAGOON,77,2,0,2023-05-25 15:45:39.277,2023-05-25 15:45:39.277
421,BUSIA,77,2,0,2023-05-25 15:45:39.277,2023-05-25 15:45:39.277
422,SOUTH ODORKOR,77,2,0,2023-05-25 15:45:39.277,2023-05-25 15:45:39.277
423,HAM AREA,78,3,0,2023-05-25 16:00:00.235,2023-05-25 16:00:00.235
424,MAMMA'S INN ECG COOMUNITY AREA,78,3,0,2023-05-25 16:00:00.235,2023-05-25 16:00:00.235
425,KING SOLOMON/CLUB 250 AREA,78,3,0,2023-05-25 16:00:00.235,2023-05-25 16:00:00.235
426,ACTION CHAPEL AREA,78,3,0,2023-05-25 16:00:00.235,2023-05-25 16:00:00.235
427,LAGOON SIDE AREA,78,3,0,2023-05-25 16:00:00.235,2023-05-25 16:00:00.235
428,SAHARA/SAHARA DOWN AREA,78,3,0,2023-05-25 16:00:00.235,2023-05-25 16:00:00.235
429,AMISSA GONNO AREA,78,3,0,2023-05-25 16:00:00.235,2023-05-25 16:00:00.235
430,TUNGA,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
431,DANSOMAN MARKET,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
432,DAMA,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
433,RAILWAYS,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
434,SWAG,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
435,SAHARA,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
436,DANSOMAN CONTROL,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
437,DANSOMAN POLICE STATION,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
438,DANSOMAN COMMANDO,79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
439,SAHARA (CLUSTER OF BANKS),79,3,0,2023-05-25 16:00:48.235,2023-05-25 16:00:48.235
440,OTOJOR FAASA,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
441,OPOKU WARE,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
442,DANSOMAN GRACE PRESBY CHURCH AREA,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
443,DANSOMAN KEEPFIT,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
444,CHRISTIAN HOME AREA,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
445,DANSOMAN SSNIT FLAT OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
446,AVE MARIA OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
447,MARTIN DE PORES OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
448,DANSOMAN ROUNDABOUT OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
449,WATER AND SEWAGE AREA OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
450,AKOKORFOTO,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
451,DANSOMAN FIRSTSTOP OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
452,ADAKOPE OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
453,ECOUTE AREA,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
454,ABOMAT OTOJOR,80,3,0,2023-05-25 16:01:02.485,2023-05-25 16:01:02.485
466,ZODIAC,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
467,MELCOM,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
468,RIIS MEMORIAL,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
469,HOTEL D' BELLA,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
470,SHARP CURVE,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
471,MARS ROAD,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
472,AKWEIBU,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
473,KWAKU MOTORS,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
474,DORKOR DORKOR,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
475,TONY'S PARK,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
476,B A OPOKU,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
477,DANSOMAN ROUNDABOUT,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
478,DANSOMAN ESTATE,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
479,MAMMA'S INN,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
480,DOCTOR BEECHAM,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
481,SAHARA GARDEN,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
482,HAJIA,82,3,0,2023-05-25 16:01:27.523,2023-05-25 16:01:27.523
491,NASARAWA,83,3,0,2023-05-25 16:02:49.837,2023-05-25 16:02:49.837
492,ATSIAGOMEH,83,3,0,2023-05-25 16:02:49.837,2023-05-25 16:02:49.837
493,CONTROL/OLD POLICE STATION/KITKAT,83,3,0,2023-05-25 16:02:49.837,2023-05-25 16:02:49.837
494,DATUS/MR MENSAH,83,3,0,2023-05-25 16:02:49.837,2023-05-25 16:02:49.837
495,ALPHA BETA/DOCTOR BEECHAM,83,3,0,2023-05-25 16:02:49.837,2023-05-25 16:02:49.837
499,MINISTRY OF FINANCE AND ECONOMIC PLANNING ESTATE,84,3,0,2023-05-25 16:03:54.026,2023-05-25 16:03:54.026
545,MPOASE,87,3,0,2023-05-25 16:10:15.446,2023-05-25 16:10:15.446
546,GLEFE,87,3,0,2023-05-25 16:10:15.446,2023-05-25 16:10:15.446
547,AKWETEYMAN,87,3,0,2023-05-25 16:10:15.446,2023-05-25 16:10:15.446
548,BEACHROAD,87,3,0,2023-05-25 16:10:15.446,2023-05-25 16:10:15.446
549,PARAKUO ESTATE,88,20,0,2023-05-25 16:15:52.056,2023-05-25 16:15:52.056
550,REGIMANUEL ESTATE,88,20,0,2023-05-25 16:15:52.056,2023-05-25 16:15:52.056
551,BAPTIST CHURCH,88,20,0,2023-05-25 16:15:52.056,2023-05-25 16:15:52.056
552,WASHING BAY,88,20,0,2023-05-25 16:15:52.056,2023-05-25 16:15:52.056
553,BASKET,88,20,0,2023-05-25 16:15:52.056,2023-05-25 16:15:52.056
554,ODARTEY LAMPTEY,88,20,0,2023-05-25 16:15:52.056,2023-05-25 16:15:52.056
555,GRACE ACADEMY,88,20,0,2023-05-25 16:15:52.056,2023-05-25 16:15:52.056
562,OBENE TSO SHISHI,90,20,0,2023-05-25 16:16:21.457,2023-05-25 16:16:21.457
563,TRADITIONAL AUTHORITY,90,20,0,2023-05-25 16:16:21.457,2023-05-25 16:16:21.457
564,FORMER ECG,90,20,0,2023-05-25 16:16:21.457,2023-05-25 16:16:21.457
565,BLACK PARK,90,20,0,2023-05-25 16:16:21.457,2023-05-25 16:16:21.457
566,IINFORMATION CENTRE,90,20,0,2023-05-25 16:16:21.457,2023-05-25 16:16:21.457
567,NII DZENE WE -WE NO PLAY,90,20,0,2023-05-25 16:16:21.457,2023-05-25 16:16:21.457
568,CHRIST APOSTOLIC AREA,90,20,0,2023-05-25 16:16:21.457,2023-05-25 16:16:21.457
576,BLEMADO,92,20,0,2023-05-25 16:16:47.659,2023-05-25 16:16:47.659
577,REGIMANUEL GRAY,92,20,0,2023-05-25 16:16:47.659,2023-05-25 16:16:47.659
578,FRANCIS GATE GREEN,92,20,0,2023-05-25 16:16:47.659,2023-05-25 16:16:47.659
579,NIM TREE NAMES,92,20,0,2023-05-25 16:16:47.659,2023-05-25 16:16:47.659
580,ALTON HOTEL,92,20,0,2023-05-25 16:16:47.659,2023-05-25 16:16:47.659
592,HILL TOP,94,20,0,2023-05-25 16:20:21.592,2023-05-25 16:20:21.592
593,ADORMI PARK,94,20,0,2023-05-25 16:20:21.592,2023-05-25 16:20:21.592
594,ZONGO CENTRAL MOSQUE,94,20,0,2023-05-25 16:20:21.592,2023-05-25 16:20:21.592
595,GCB TRAINING SCHOOL,94,20,0,2023-05-25 16:20:21.592,2023-05-25 16:20:21.592
596,PENTECOST NO 2,94,20,0,2023-05-25 16:20:21.592,2023-05-25 16:20:21.592
603,PAA ABLOTSI,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
604,NII SHIPI AREA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
605,MANANYIKPOO,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
606,P & T AREA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
607,FAYOR AREA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
608,ANTWERGONNO,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
609,AFOLEY KUMASI AREA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
610,FIFA HOUSE AREA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
611,YEIAKOONAA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
612,METHODIST AREA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
613,ABENWOHA AREA,97,20,0,2023-05-25 16:24:02.226,2023-05-25 16:24:02.226
614,FRIMPOMAA ESTATE,98,20,0,2023-05-25 16:24:15.843,2023-05-25 16:24:15.843
615,VOLTA ESTATE,98,20,0,2023-05-25 16:24:15.843,2023-05-25 16:24:15.843
616,DANDINAS & GLOW LAMP,98,20,0,2023-05-25 16:24:15.843,2023-05-25 16:24:15.843
617,MANTSE AYIKU AREA ASSOCIATION,98,20,0,2023-05-25 16:24:15.843,2023-05-25 16:24:15.843
618,SHELL SIGN BOARD,98,20,0,2023-05-25 16:24:15.843,2023-05-25 16:24:15.843
619,INKOOM HOSPITAL,98,20,0,2023-05-25 16:24:15.843,2023-05-25 16:24:15.843
620,HYDOFOAM ESTATE,98,20,0,2023-05-25 16:24:15.843,2023-05-25 16:24:15.843
621,ROYAL PREPARATORY SCHOOL,99,20,0,2023-05-25 16:24:33.274,2023-05-25 16:24:33.274
622,CHANNEL 5,99,20,0,2023-05-25 16:24:33.274,2023-05-25 16:24:33.274
623,KORSEY KORSEY,99,20,0,2023-05-25 16:24:33.274,2023-05-25 16:24:33.274
624,GRACE CHOP BAR,99,20,0,2023-05-25 16:24:33.274,2023-05-25 16:24:33.274
625,SAKORA,100,22,0,2023-05-25 16:30:45.463,2023-05-25 16:30:45.463
626,RITZ JUNCTION,100,22,0,2023-05-25 16:30:45.463,2023-05-25 16:30:45.463
627,SDA AREA,100,22,0,2023-05-25 16:30:45.463,2023-05-25 16:30:45.463
628,AKATSI ABOR,100,22,0,2023-05-25 16:30:45.463,2023-05-25 16:30:45.463
629,POWERLAND,100,22,0,2023-05-25 16:30:45.463,2023-05-25 16:30:45.463
630,AYIMENSA,101,22,0,2023-05-25 16:30:58.275,2023-05-25 16:30:58.275
631,KWEIMAN,101,22,0,2023-05-25 16:30:58.275,2023-05-25 16:30:58.275
632,OTINIBI,102,22,0,2023-05-25 16:31:10.828,2023-05-25 16:31:10.828
633,ADOTEIMAN,102,22,0,2023-05-25 16:31:10.828,2023-05-25 16:31:10.828
634,DANFA,102,22,0,2023-05-25 16:31:10.828,2023-05-25 16:31:10.828
635,DOKU,103,22,0,2023-05-25 16:31:28.896,2023-05-25 16:31:28.896
636,BABA YARA,103,22,0,2023-05-25 16:31:28.896,2023-05-25 16:31:28.896
637,MAYEHOT,103,22,0,2023-05-25 16:31:28.896,2023-05-25 16:31:28.896
638,NSAMANPOM,103,22,0,2023-05-25 16:31:28.896,2023-05-25 16:31:28.896
639,KIRAVIS,103,22,0,2023-05-25 16:31:28.896,2023-05-25 16:31:28.896
640,RITZ,104,22,0,2023-05-25 16:31:40.519,2023-05-25 16:31:40.519
641,LA NKWANTANANG,104,22,0,2023-05-25 16:31:40.519,2023-05-25 16:31:40.519
642,ATIMAN,104,22,0,2023-05-25 16:31:40.519,2023-05-25 16:31:40.519
643,ZONGO,105,22,0,2023-05-25 16:31:51.136,2023-05-25 16:31:51.136
644,ZONGO JUNCTION,105,22,0,2023-05-25 16:31:51.136,2023-05-25 16:31:51.136
539,KARIKARI,86,3,0,2023-05-25 16:09:40.627,2023-05-25 16:09:40.627
540,ALIJARA,86,3,0,2023-05-25 16:09:40.627,2023-05-25 16:09:40.627
541,NIGHT MARKET,86,3,0,2023-05-25 16:09:40.627,2023-05-25 16:09:40.627
542,GBEGBEYISE,86,3,0,2023-05-25 16:09:40.627,2023-05-25 16:09:40.627
543,OTATEN,86,3,0,2023-05-25 16:09:40.627,2023-05-25 16:09:40.627
544,ATOMIC,86,3,0,2023-05-25 16:09:40.627,2023-05-25 16:09:40.627
556,HEAVEN BRIDGE,89,20,0,2023-05-25 16:16:08.829,2023-05-25 16:16:08.829
557,ADOM ARAKWA,89,20,0,2023-05-25 16:16:08.829,2023-05-25 16:16:08.829
558,BRO SAM,89,20,0,2023-05-25 16:16:08.829,2023-05-25 16:16:08.829
559,ADDOGONNO LASTSTOP,89,20,0,2023-05-25 16:16:08.829,2023-05-25 16:16:08.829
560,SELIM CRECHE,89,20,0,2023-05-25 16:16:08.829,2023-05-25 16:16:08.829
561,KING DAVID,89,20,0,2023-05-25 16:16:08.829,2023-05-25 16:16:08.829
569,CHECK POINT,91,20,0,2023-05-25 16:16:30.820,2023-05-25 16:16:30.820
570,S O QUANSAH,91,20,0,2023-05-25 16:16:30.820,2023-05-25 16:16:30.820
571,BIG BEN,91,20,0,2023-05-25 16:16:30.820,2023-05-25 16:16:30.820
572,WATCH TOWER,91,20,0,2023-05-25 16:16:30.820,2023-05-25 16:16:30.820
573,JUNCTION MALL,91,20,0,2023-05-25 16:16:30.820,2023-05-25 16:16:30.820
574,KANTAMANTO,91,20,0,2023-05-25 16:16:30.820,2023-05-25 16:16:30.820
575,REGIONAL MARINETIME,91,20,0,2023-05-25 16:16:30.820,2023-05-25 16:16:30.820
581,"5000 AREA",93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
582,NO PLAY,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
583,WAZAAR,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
584,ST MICHEAL,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
585,BUADE LAST STOP,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
586,EUNISETH,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
587,QUEEN JANE,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
588,PRINCE DARKO,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
589,NII ANNANG SHIPI / CHRISTIAN MEDICAL CENTRE,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
590,NII JAASE HOUSE,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
591,IRON BAR,93,20,0,2023-05-25 16:20:10.929,2023-05-25 16:20:10.929
597,ACC NO 1 & 2,96,20,0,2023-05-25 16:23:46.542,2023-05-25 16:23:46.542
598,ACC NO 7 & 8,96,20,0,2023-05-25 16:23:46.542,2023-05-25 16:23:46.542
599,ZIMMERMAN PRESBY CHURCH AREA,96,20,0,2023-05-25 16:23:46.542,2023-05-25 16:23:46.542
600,CANNAN HOUSE,96,20,0,2023-05-25 16:23:46.542,2023-05-25 16:23:46.542
601,GOOD SHEPERD DAY CARE AREA,96,20,0,2023-05-25 16:23:46.542,2023-05-25 16:23:46.542
602,SDA CHAPEL AREA,96,20,0,2023-05-25 16:23:46.542,2023-05-25 16:23:46.542
645,LIBYA QUARTERS,105,22,0,2023-05-25 16:31:51.136,2023-05-25 16:31:51.136
646,UN,105,22,0,2023-05-25 16:31:51.136,2023-05-25 16:31:51.136
647,REDCO,105,22,0,2023-05-25 16:31:51.136,2023-05-25 16:31:51.136
648,WASHINGTON,105,22,0,2023-05-25 16:31:51.136,2023-05-25 16:31:51.136
649,NORTH LEGON,106,22,0,2023-05-25 16:32:01.472,2023-05-25 16:32:01.472
650,AGBOGBA,106,22,0,2023-05-25 16:32:01.472,2023-05-25 16:32:01.472
651,OKATABAN,107,22,0,2023-05-25 16:32:14.045,2023-05-25 16:32:14.045
652,P & T,107,22,0,2023-05-25 16:32:14.045,2023-05-25 16:32:14.045
653,WASS AREA,107,22,0,2023-05-25 16:32:14.045,2023-05-25 16:32:14.045
654,ADENTA NEW SITE,107,22,0,2023-05-25 16:32:14.045,2023-05-25 16:32:14.045
655,OWUSU ANSAH,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
656,ASIEDU NKETSIA,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
657,GHANA FLAG,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
658,ANKONAM/FILLING,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
659,SPECIAL ICE,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
660,WAEC AREA,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
661,JERUSALEM CITY,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
662,GRAVEL PIT,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
663,K OFORI,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
664,JORDAN,108,22,0,2023-05-25 16:32:23.480,2023-05-25 16:32:23.480
668,PANTANG HOSPITAL,109,22,0,2023-05-25 16:32:42.187,2023-05-25 16:32:42.187
669,PANTANG VILLAGE,109,22,0,2023-05-25 16:32:42.187,2023-05-25 16:32:42.187
670,ABOMAN,109,22,0,2023-05-25 16:32:42.187,2023-05-25 16:32:42.187
671,NYAMEKROM,109,22,0,2023-05-25 16:32:42.187,2023-05-25 16:32:42.187
672,PANTANG EAST,109,22,0,2023-05-25 16:32:42.187,2023-05-25 16:32:42.187
678,AGBOGBLOSHIE,111,22,0,2023-05-25 16:33:06.421,2023-05-25 16:33:06.421
679,SOCIAL WELFARE,111,22,0,2023-05-25 16:33:06.421,2023-05-25 16:33:06.421
680,MADINA ESTATE,111,22,0,2023-05-25 16:33:06.421,2023-05-25 16:33:06.421
681,OGBOJO,111,22,0,2023-05-25 16:33:06.421,2023-05-25 16:33:06.421
686,POINT 5,113,22,0,2023-05-25 16:33:26.715,2023-05-25 16:33:26.715
687,FIRESTONE,113,22,0,2023-05-25 16:33:26.715,2023-05-25 16:33:26.715
688,POST OFFICE,113,22,0,2023-05-25 16:33:26.715,2023-05-25 16:33:26.715
689,OCANSEY,113,22,0,2023-05-25 16:33:26.715,2023-05-25 16:33:26.715
690,AGLOW-AKOSOMBO,113,22,0,2023-05-25 16:33:26.715,2023-05-25 16:33:26.715
696,TAXI RANK,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
697,ALAJO MARKET,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
698,VISA VIS,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
699,T. JUNCTION,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
700,PARADISE STREET,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
701,ALAJO 1 & 2,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
702,CEM CENIMA,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
703,FRAFRA PARK,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
704,SOPHIANO NORTH,115,9,0,2023-05-26 10:48:58.961,2023-05-26 10:48:58.961
705,ALAJO DOWN TOWN,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
706,ALAJO CENTRAL MOSQUE,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
707,SABA STREET,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
708,QUAYE MENSAH PARK,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
709,ALAJO CENTRAL PENTECOST,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
710,MERCIFUL HOTEL,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
711,T. JUNCTION,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
712,GUINNESS BAR,116,9,0,2023-05-26 10:49:17.169,2023-05-26 10:49:17.169
713,KANASHIE STATION,117,9,0,2023-05-26 10:49:24.993,2023-05-26 10:49:24.993
714,POLO PARK,117,9,0,2023-05-26 10:49:24.993,2023-05-26 10:49:24.993
715,T. JUNCTION,117,9,0,2023-05-26 10:49:24.993,2023-05-26 10:49:24.993
716,PLANT POOL,117,9,0,2023-05-26 10:49:24.993,2023-05-26 10:49:24.993
717,DR KORANTENG STREET,117,9,0,2023-05-26 10:49:24.993,2023-05-26 10:49:24.993
718,CEM CENIMA,117,9,0,2023-05-26 10:49:24.993,2023-05-26 10:49:24.993
719,PIG FARM,118,9,0,2023-05-26 10:49:34.463,2023-05-26 10:49:34.463
720,ABAVANA,118,9,0,2023-05-26 10:49:34.463,2023-05-26 10:49:34.463
721,SUPER STAR,118,9,0,2023-05-26 10:49:34.463,2023-05-26 10:49:34.463
722,EBONY,118,9,0,2023-05-26 10:49:34.463,2023-05-26 10:49:34.463
723,PIG FARM SCHOOL,118,9,0,2023-05-26 10:49:34.463,2023-05-26 10:49:34.463
724,JARAGOZA,118,9,0,2023-05-26 10:49:34.463,2023-05-26 10:49:34.463
725,POLICE QUARTERS,118,9,0,2023-05-26 10:49:34.463,2023-05-26 10:49:34.463
726,HAAVAD,119,9,0,2023-05-26 10:49:44.236,2023-05-26 10:49:44.236
727,CAPRICE,119,9,0,2023-05-26 10:49:44.236,2023-05-26 10:49:44.236
728,JOY FM,119,9,0,2023-05-26 10:49:44.236,2023-05-26 10:49:44.236
729,BRITANIA,119,9,0,2023-05-26 10:49:44.236,2023-05-26 10:49:44.236
730,AKU KOMA,119,9,0,2023-05-26 10:49:44.236,2023-05-26 10:49:44.236
731,FIDELITY,119,9,0,2023-05-26 10:49:44.236,2023-05-26 10:49:44.236
732,CIRCLE,119,9,0,2023-05-26 10:49:44.236,2023-05-26 10:49:44.236
733,ATTC,120,9,0,2023-05-26 10:49:52.751,2023-05-26 10:49:52.751
734,TIPTOE LANE,120,9,0,2023-05-26 10:49:52.751,2023-05-26 10:49:52.751
735,CIRCLE,120,9,0,2023-05-26 10:49:52.751,2023-05-26 10:49:52.751
736,CITY LIGHT,120,9,0,2023-05-26 10:49:52.751,2023-05-26 10:49:52.751
737,MOGYA BIADOM,120,9,0,2023-05-26 10:49:52.751,2023-05-26 10:49:52.751
738,ERNEST CHEMIST,120,9,0,2023-05-26 10:49:52.751,2023-05-26 10:49:52.751
739,SOLDIER BAR,120,9,0,2023-05-26 10:49:52.751,2023-05-26 10:49:52.751
740,RACCO DOWN,121,9,0,2023-05-26 10:50:07.968,2023-05-26 10:50:07.968
741,S.D.A,121,9,0,2023-05-26 10:50:07.968,2023-05-26 10:50:07.968
742,NEW HEAVEN,121,9,0,2023-05-26 10:50:07.968,2023-05-26 10:50:07.968
743,CHANNEL FOUR,121,9,0,2023-05-26 10:50:07.968,2023-05-26 10:50:07.968
744,EXPERIMENTAL,121,9,0,2023-05-26 10:50:07.968,2023-05-26 10:50:07.968
745,AWUKUDARKO,121,9,0,2023-05-26 10:50:07.968,2023-05-26 10:50:07.968
746,ONYINATSO CAPRICE,121,9,0,2023-05-26 10:50:07.968,2023-05-26 10:50:07.968
747,ATTA NII,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
748,"5.5",122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
749,BASE 10,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
750,HOUSE PARTY,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
751,NIGHT MARKET,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
752,POST OFFICE,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
753,KOTECH,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
754,NKANSAH GYAN,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
755,SURAJ,122,9,0,2023-05-26 10:50:19.920,2023-05-26 10:50:19.920
756,TOBINCO,123,9,0,2023-05-26 10:50:28.661,2023-05-26 10:50:28.661
757,NIGHT MARKET,123,9,0,2023-05-26 10:50:28.661,2023-05-26 10:50:28.661
758,KOTOBABI STATION,123,9,0,2023-05-26 10:50:28.661,2023-05-26 10:50:28.661
759,ANTHON HOSPITAL,123,9,0,2023-05-26 10:50:28.661,2023-05-26 10:50:28.661
760,T. TECH,123,9,0,2023-05-26 10:50:28.661,2023-05-26 10:50:28.661
761,KING COLLEGE,124,9,0,2023-05-26 10:50:37.302,2023-05-26 10:50:37.302
762,OBUTU ROAD,124,9,0,2023-05-26 10:50:37.302,2023-05-26 10:50:37.302
763,KANESHIE  STATION,124,9,0,2023-05-26 10:50:37.302,2023-05-26 10:50:37.302
764,QUATEY MEMORIAL,124,9,0,2023-05-26 10:50:37.302,2023-05-26 10:50:37.302
765,CAPRICE,124,9,0,2023-05-26 10:50:37.302,2023-05-26 10:50:37.302
766,ATOO,124,9,0,2023-05-26 10:50:37.302,2023-05-26 10:50:37.302
767,MALLAM ATTA MARKET,125,9,0,2023-05-26 10:50:45.672,2023-05-26 10:50:45.672
768,FOSTER,125,9,0,2023-05-26 10:50:45.672,2023-05-26 10:50:45.672
769,PANAMA,125,9,0,2023-05-26 10:50:45.672,2023-05-26 10:50:45.672
770,PALOMA,125,9,0,2023-05-26 10:50:45.672,2023-05-26 10:50:45.672
771,BOLANGATANGAH,125,9,0,2023-05-26 10:50:45.672,2023-05-26 10:50:45.672
772,ABAVANA,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
773,ABAVANA DOWN,126,9,0,2023-05-26 10:50:54.347,2023-05-26 10:50:54.347
