name
ALLA ALLA
SUZ'S INN
BAPTIST CHURCH
TETTEH PARK
PENTECOST DOWN
OBOUHEN
ALHAMADIYA
WHITE DOVE
MASSALATSI
ASSEMBLIES OF GOD
VOLTIC
KRISTO ASAFO
BURKINA STATION
KUMEWU DOWN
EDURO WURA
MR. ADJEI
PEREZ ZONE
SEKINA BAKERY AREA
BANKYEASE
TAIFA STATION
