name
TAIFA JUNCTION
RAILWAY
NORWAY/AIRPORT
CAC
DAN ROCHA DOWN
JEANTECH
GYENYAME STREET
COMMUNITY SCHOOL
NENTSUI DOWN
NKATIE BORGER
MR. ADJEI
ALHAJI SOROGO AREA
ROMAN AREA
BURKINA MARKET
BANKYEASE
WAKIKI
TAIFA STATION
OWURAKU AMOFA
