name
NMENMEETTE ELECTORAL AREA 
LARTEBIOKORSHIEI ELECTORAL AREA
ADWENBU ELECTORAL AREA
ABOSSEY OKAI ELECTORAL AREA
GBORTSUI ELECTORAL AREA
MATAHEKO ELECTORAL AREA
MABROUK ELECTORAL AREA
SHUKURA ELECTORAL AREA
